#{"t_start": 1661011954.6997313, "env_id": null}
r,l,t
3.813333,7,20586.887316
2.74,7,20610.143169
7.81,7,20633.19818
8.396667,7,20656.749961
4.346667,7,20679.980618
8.166667,7,20703.497332
4.633333,7,20727.486893
11.403333,7,20751.308538
1.313333,7,20775.226621
9.43,7,20798.995454
6.33,7,20822.524075
12.16,7,20846.131678
12.023333,7,20869.966484
10.406667,7,20893.93151
9.933333,7,20917.802651
3.903333,7,20940.887825
7.43,7,20964.937325
6.05,7,20988.134835
2.5,7,21011.235596
5.5,7,21034.568782
4.613333,7,21058.377081
6.57,7,21082.282986
3.33,7,21106.581777
-2.37,7,21130.275208
2.123333,7,21152.653432
9.433333,7,21176.118986
4.09,7,21199.773344
12.903333,7,21223.605048
1.3,7,21246.979236
4.886667,7,21270.567649
3.88,7,21294.935219
5.35,7,21318.087299
4.216667,7,21341.637098
2.703333,7,21364.687194
7.623333,7,21388.510571
5.453333,7,21412.521664
7.876667,7,21436.381415
-3.126667,7,21459.637316
12.283333,7,21483.868024
12.026667,7,21507.937128
7.03,7,21531.135736
2.21,7,21554.44814
7.83,7,21577.41494
7.726667,7,21600.46441
6.9,7,21623.752932
6.89,7,21647.087739
-1.97,7,21670.068675
3.7,7,21693.0264
1.43,7,21715.969307
6.27,7,21739.049601
6.816667,7,21762.42976
-1.766667,7,21785.313358
2.44,7,21808.12219
5.56,7,21831.541289
6.21,7,21854.366915
4.33,7,21877.726889
4.143333,7,21900.532945
4.0,7,21924.166033
0.253333,7,21947.905739
3.83,7,21971.269219
10.336667,7,21995.150827
3.89,7,22018.058839
7.26,7,22041.92629
8.36,7,22065.75785
-0.44,7,22089.198901
7.31,7,22112.601702
8.213333,7,22136.335804
-4.72,7,22158.821808
4.04,7,22182.004136
4.76,7,22206.241399
7.13,7,22229.953371
-0.55,7,22253.778857
7.133333,7,22277.063931
4.123333,7,22299.681421
10.703333,7,22323.00177
3.14,7,22346.788341
4.87,7,22369.235697
3.936667,7,22392.778965
6.456667,7,22416.431037
5.296667,7,22440.64332
4.143333,7,22464.017266
2.983333,7,22487.396048
1.683333,7,22510.8923
3.613333,7,22534.630949
-0.4,7,22558.227759
-1.026667,7,22580.694124
10.313333,7,22604.218035
3.63,7,22627.06786
5.546667,7,22650.040691
2.07,7,22672.899753
7.973333,7,22696.900662
5.5,7,22720.917533
4.406667,7,22744.259781
0.39,7,22767.410491
6.74,7,22791.212552
-0.496667,7,22814.544158
1.403333,7,22837.393825
1.933333,7,22859.649736
-1.94,7,22882.35714
7.153333,7,22906.049203
9.036667,7,22929.825556
3.68,7,22953.905954
7.1,7,22976.976363
0.69,7,22999.789188
15.86,7,23023.728024
2.96,7,23046.247038
5.03,7,23069.760441
7.216667,7,23093.630758
2.57,7,23116.946435
3.89,7,23139.46936
7.32,7,23163.351901
3.23,7,23186.125493
